Departamento;Categoria;Subcategoria;Segmento;Subsegmento;Qtd_Codigos_Barras
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Fexofenadina;4
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Guaco;1
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Guaifenesina;5
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Hedera Helix;3
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Iodeto Potassio;2
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Loratadina;7
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Mel/ Fitoterapicos;1
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Mentol/Canfora Otorrino;1
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Mikania Glomerata;3
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Outros Compostos Faringo;1
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Paracetamol/Clorfenir/Fenilefrina;34
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Paracetamol/Fenilefrina;1
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Procaina Afta;4
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Prometazina;1
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Rosa Gallica;1
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Spray Propolis;7
Medicamentos;Medicamento Otc;Otc Similar;Gripe E Antialergico;Terpina;2
Medicamentos;Medicamento Otc;Otc Similar;Neurologicos;Passiflora Incarnata;2
Medicamentos;Medicamento Otc;Otc Similar;Neurologicos;Passiflora/Associacoes;13
Medicamentos;Medicamento Otc;Otc Similar;Olhos;Carmelose Sodica;3
Medicamentos;Medicamento Otc;Otc Similar;Olhos;Maleato De Feniramina + Nafazolina;1
Medicamentos;Medicamento Otc;Otc Similar;Olhos;Nafazolina + Sulfato De Zinco;1
Medicamentos;Medicamento Otc;Otc Similar;Olhos;Nafazolina(Oftalmica);5
Medicamentos;Medicamento Otc;Otc Similar;Olhos;Poliquaternium;1
Medicamentos;Medicamento Otc;Otc Similar;Reumatologicos;Curcuma Longa;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Ac. Ascorbico;2
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Ac. Folico/Associacoes;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Acido Folico;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Astaxantina/ Luteina E Zeaxantina;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Beta-Glucana;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Calcio;4
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Calcio/Associaçoes;2
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Carbonato De Calcio/Vitam D;20
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Citrato Malto De Calcio/Vitamina D;2
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Coenzima Q-10;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Colageno Tipo 2/Comp/Cap;10
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Colecalciferol;8
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Colina;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Complexo B;8
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Controle De Colesterol/Emagrecedor;2
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Cranberry;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Estimulantes/Tonicos;5
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Fadiga/Arginina;3
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Magnesio;4
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Magnesio Dimalato;3
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Multivitaminicos;75
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Nutricosmetico Anti-Queda E Fortalecedor Unhas;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Nutricosmetico Anti-Queda E Fortalecedor Unhas Der;2
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Nutricosmetico Antiidade/Firmeza;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Oleo Primula;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Omega;24
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Polivit Defic Alimentar Adulto;27
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Polivit Infantil;14
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Polivit Luteina/Omega;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Polivit Luteina/Omega/Zeaxantina;3
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Polivit Memoria;2
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Polivit Stress Com Ginseng;4
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Polivitam Para Homens;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Polivitaminas Em Goma;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Polivitaminico Arginina/Vitamina C;2
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Polivitaminicos/Minerais;9
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Polivitaminicos/Minerais Gestante;8
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Propolis Verde;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Resveratrol;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Selenio/Associacoes;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Spirulina;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Sulfato Ferroso;10
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Sulfato Ferroso/Associacoes;4
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Suplemento Alimentar De Melatonina;22
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Suplemento Energetico;5
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Suplemento Vegano;5
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Suplemento Vegano Senior;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Triptofano/Acido Folico/Vitaminas E Minerais;6
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Triptofano/Vitaminas E Minerais;4
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitamina B12;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitamina C;46
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitamina C Eferv;3
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitamina C/D/Zinco;2
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitamina C/D/Zinco Eferv;5
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitamina C/Zinco;2
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitamina D;16
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitamina D3;7
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitamina D³K²;2
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitamina E;5
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitamina Mdk;2
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Vitaminas C Em Goma;1
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Zinco;6
Medicamentos;Medicamento Otc;Otc Similar;Vitaminas E Minerais;Zinco Quelato;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Analgelsicos;Cloridrato De Naratriptana;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Analgelsicos;Codeina/Paracetamol;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Analgelsicos;Lidocaina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Analgelsicos;Lisina E Associacao;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Analgelsicos;Sumatriptana;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Analgelsicos;Tramadol;11
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antialergicos;Acet. De Hidrocortisona;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antialergicos;Beta/Gentamicina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antialergicos;Betametasona/Dexclorfeniramina;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antialergicos;Bilastina;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antialergicos;Desloratadina;18
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antialergicos;Dexclorfeniramina + Betametasona;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antialergicos;Fexofenadina;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antialergicos;Hidroxizina;9
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antialergicos;Levocetirizina;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antialergicos;Loratadina/Pseudoefedrina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antialergicos;Prometazina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Amoxicilina;28
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Ampicilina;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Axetilcefuroxima;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Azitromicina;31
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Beta/Genta /Tolna/Clioq;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Cefadroxila;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Cefalexina;19
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Ceftriaxona;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Ciprofloxacino+Dexametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Claritromicina;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Clavulanato/Amoxicilina;18
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Cloridrato De Ciprofloxacino;13
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Cloridrato De Clindamicina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Cloridrato De Doxiciclina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Cloridrato De Moxifloxacino;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Dexametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Fosfomicina Trometamol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Levofloxacino;22
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Moxifloxacino;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Nitrofurantoina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Norfloxacino;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Rifamicina Topica;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Sulfa/Trimetoprima;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antibioticos;Tetraciclina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Anticoncepcionais;Ciproterona + Etinilestradiol;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Anticoncepcionais;Desogestrel;13
Medicamentos;Medicamento Tarjado;Tarjado Generico;Anticoncepcionais;Enant.Estradiol/Acet.Algestona;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Anticoncepcionais;Estradiol/Clormadinona;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Anticoncepcionais;Estradiol/Drospirenona;20
Medicamentos;Medicamento Tarjado;Tarjado Generico;Anticoncepcionais;Estradiol/Levonorgestrel;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Anticoncepcionais;Estradiol/Noretisterona;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Anticoncepcionais;Etnil/Desogestrel;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Anticoncepcionais;Etnilestradiol/Gestodeno;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Anticoncepcionais;Levonorgestrel;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Anticoncepcionais;Noretisterona;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antidiabetes;Glibenclamida;7
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antidiabetes;Gliclazida;15
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antidiabetes;Glimepirida;16
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antidiabetes;Metformina;14
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antidiabetes;Pioglitazona;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiemeticos/ Digestivos;Brometo De Pinaverio;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiemeticos/ Digestivos;Bromoprida;10
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiemeticos/ Digestivos;Domperidona;13
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiemeticos/ Digestivos;Loperamida;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiemeticos/ Digestivos;Metoclopramida;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiemeticos/ Digestivos;Ondansetrona;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiemeticos/ Digestivos;Trimebutina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antifungicos;Cetoconazol;7
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antifungicos;Fluconazol;15
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antifungicos;Itraconazol;10
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antifungicos;Metronidazol;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antifungicos;Metronidazol/Nistatina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antifungicos;Miconazol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antifungicos;Nitrato De Isoconazol;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antifungicos;Terbinafina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Aceclofenaco;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Acido Mefenamico;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Alopurinol;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Baclofeno;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Beta/Ac Salicilico;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Betametasona;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Cetoprofeno;13
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Ciclobenzaprina;24
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Colchicina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Deflazacort;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Dexametasona;7
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Diclof/Cariso/Paracetamol;7
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Diclofenaco De Potassio;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Diclofenaco Dietilamonio;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Diclofenaco Resinato;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Diclofenaco Sodico;11
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Dip/Fosf Betametasona;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Etodolaco;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Hidroxicloroquina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Meloxicam;17
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Mesalazina;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Nimesulida;15
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Piroxicam;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Prednisolona;19
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Prednisona;21
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Tenoxicam;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Tiamina/Piridoxina/Cianocobalamina/Dexametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiinflamatorios;Triancinolona Acetonida;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antineoplasicos;Anastrozol;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antineoplasicos;Letrozol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antineoplasicos;Tamoxifeno;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiparasitario;Albendazol;11
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiparasitario;Ivermectina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiparasitario;Mebendazol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiparasitario;Metronidazol;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiparasitario;Nitazoxanida;9
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiparasitario;Secnidazol;12
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antiparasitario;Tinidazol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antivirais;Aciclovir;22
Medicamentos;Medicamento Tarjado;Tarjado Generico;Antivirais;Valaciclovir;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Asma/Bronquite;Acebrofilina;12
Medicamentos;Medicamento Tarjado;Tarjado Generico;Asma/Bronquite;Aminofilina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Asma/Bronquite;Brometo De Ipratropio;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Asma/Bronquite;Cetotifeno Asma;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Asma/Bronquite;Fenoterol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Asma/Bronquite;Montelucaste;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Asma/Bronquite;Montelucaste De Sodio;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Asma/Bronquite;Salbutamol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Amilorida/Hidroclorotiazida;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Anlodipino;18
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Atenolol;11
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Atenolol/Clortalidona;10
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Atorvastatina;22
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Bezafibrato;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Captopril;16
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Carvedilol;25
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Ciprofibrato;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Cloridrato De Amiodarona;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Cloridrato De Diltiazem;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Cloridrato De Nebivolol;7
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Cloridrato De Sotalol;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Cloridrato De Verapamil;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Clortalidona;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Diclofenaco Colestiramina;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Digoxina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Espironolactona;9
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Ezetimibe;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Fenofibrato;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Fumarato De Bisoprolol;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Furosemida;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Genfibrozila;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Hemifumarato De Bisoprolol;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Hidroclorotiazida;9
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Indapamida;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Irbesatana + Hidroclorotiazida;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Isossorbida;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Lercanidipino;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Lisinopril;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Losartana Potassico;21
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Losartana Potassico/Hidroclorotiazida;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Maleato De Enalapril;22
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Maleato De Enalapril/Hct;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Mesilato De Doxazosina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Metildopa;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Metoprolol;15
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Mononitrato De Isossorbida;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Nitrendipino;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Olmesartan Medoxomil/Hidroclorotiazida;5
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Pitavastatina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Pravastatina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Propafenona;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Propranolol;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Ramipril;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Rosuvastatina;33
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Sinvastatina;22
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Succinato Metoprolol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Telmisartana;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Valsartana;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Valsartano;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Cardiologicos;Valsartano/Anlodipino;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Acet. De Hidrocortisona;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Aciclovir;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Acido Fusidico/Betametasona;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Adapaleno;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Beta/Ac Salicilico;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Beta/Cetoc/Neomicina;13
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Beta/Cetoconazol;17
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Beta/Genta /Tolna/Clioq;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Beta/Gentamicina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Ciclopirox;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Desonida;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Dexa/Clotrimazol;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Dexametasona;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Dipropionato De Betametasona;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Finasterida;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Fluocinolona/Hidroquinona/Tretinoina;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Genta/Trianc/Nista/Gramic;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Hidroquinona;3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Isotretinoina;6
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Minoxidil;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Mometasona;12
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Mupirocina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Neomicina/Bacitracina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Nistatina;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Nistatina (Bucal);3
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Permetrina;2
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Prop. Clobetasol;8
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Sulfadiazina De Prata;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Tetraciclina Acne;1
Medicamentos;Medicamento Tarjado;Tarjado Generico;Dermatologicos;Valerato De Betametasona;4
Medicamentos;Medicamento Tarjado;Tarjado Generico;Disfuncao Eretil;Sildenafila;27
Medicamentos;Medicamento Tarjado;Tarjado Generico;Disfuncao Eretil;Tadalafila;32
